,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location,BASIC_COLOUR,BODY_TYPE,CC_RATING,MAKE,ORIGINAL_COUNTRY,VEHICLE_TYPE,VEHICLE_YEAR
2502,ORANGE,TOYOTA,CALDINA,2003,HATCHBACK,30/03/2022,COUNTIES/MANUKAU,GREEN,STATION WAGON,1838,TOYOTA,JAPAN,PASSENGER CAR/VAN,1994
2503,SILVER,SUBARU,LEGACY,2006,STATIONWAGON,24/03/2022,COUNTIES/MANUKAU,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2504,GREEN,MAZDA,626,2001,HATCHBACK,13/01/2022,WAITEMATA,SILVER,HATCHBACK,1991,MAZDA,JAPAN,PASSENGER CAR/VAN,1996
2505,BLACK,HONDA,ACCORD,2005,SALOON,28/03/2022,AUCKLAND CITY,WHITE,SALOON,2156,HONDA,JAPAN,PASSENGER CAR/VAN,1994
2506,SILVER,NISSAN,TIIDA,2005,HATCHBACK,8/02/2022,WAITEMATA,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2507,SILVER,MAZDA,ATENZA,2007,STATIONWAGON,8/01/2022,WAIKATO,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2508,SILVER,MERCEDES-BENZ,CLS,2008,SALOON,12/12/2021,BAY OF PLENTY,BLACK,SALOON,5439,MERCEDES-BENZ,GERMANY,PASSENGER CAR/VAN,2006
2509,RED,NISSAN,BLUEBIRD,2007,SALOON,21/11/2021,COUNTIES/MANUKAU,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
2510,RED,HONDA,FIT,2004,HATCHBACK,12/03/2022,WAIKATO,BLUE,STATION WAGON,1330,HONDA,JAPAN,PASSENGER CAR/VAN,2001
2511,BLUE,SUBARU,LEGACY,2004,SALOON,17/12/2021,COUNTIES/MANUKAU,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2512,WHITE,SUZUKI,SWIFT,2006,HATCHBACK,22/12/2021,WAIKATO,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2513,GREEN,MITSUBISHI,L200,1997,UTILITY,12/10/2021,BAY OF PLENTY,RED,UTILITY,2972,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1993
2514,SILVER,MAZDA,DEMIO,2005,HATCHBACK,28/02/2022,AUCKLAND CITY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2515,SILVER,TOYOTA,LANDCRUISER,2000,STATIONWAGON,1/12/2021,WAITEMATA,RED,STATION WAGON,4160,TOYOTA,JAPAN,PASSENGER CAR/VAN,1992
2516,BLACK,HONDA,ACCORD,2001,SALOON,6/11/2021,COUNTIES/MANUKAU,WHITE,SALOON,2156,HONDA,JAPAN,PASSENGER CAR/VAN,1994
2517,BLACK,MAZDA,ATENZA,2006,STATIONWAGON,30/01/2022,COUNTIES/MANUKAU,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2518,WHITE,MAZDA,DEMIO,2005,HATCHBACK,6/04/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2519,WHITE,TOYOTA,HILUX,2013,UTILITY,24/11/2021,CENTRAL,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2520,SILVER,FORD,RANGER,2013,UTILITY,23/11/2021,BAY OF PLENTY,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
2521,WHITE,TOYOTA,LAND CRUISER PRADO,1998,STATIONWAGON,15/02/2022,WAITEMATA,BLUE,STATION WAGON,2982,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
2522,BLACK,NISSAN,NAVARA,2013,UTILITY,6/02/2022,WAIKATO,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2523,SILVER,NISSAN,TEANA,2005,SALOON,30/03/2022,AUCKLAND CITY,SILVER,SALOON,3490,NISSAN,JAPAN,PASSENGER CAR/VAN,2003
2524,SILVER,NISSAN,NAVARA,2013,CAB AND CHASSIS ONLY,1/01/2022,WAIKATO,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2525,SILVER,TOYOTA,COROLLA,2013,HATCHBACK,13/12/2021,NORTHLAND,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
2526,BLUE,TOYOTA,AVENSIS,2004,SALOON,14/02/2022,COUNTIES/MANUKAU,WHITE,STATION WAGON,1998,TOYOTA,UNITED KINGDOM,PASSENGER CAR/VAN,2005
2527,SILVER,MERCEDES-BENZ,CLS,2006,SALOON,17/11/2021,AUCKLAND CITY,BLACK,SALOON,5439,MERCEDES-BENZ,GERMANY,PASSENGER CAR/VAN,2006
2528,SILVER,MAZDA,FAMILIA,1999,STATIONWAGON,13/01/2022,CENTRAL,BLACK,SALOON,1830,MAZDA,JAPAN,PASSENGER CAR/VAN,1989
2529,BLACK,NISSAN,TIIDA,2005,HATCHBACK,2/04/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2530,BLACK,AUDI,S4,2004,STATIONWAGON,24/02/2022,CANTERBURY,RED,SPORTS CAR,1558,LOTUS,NEW ZEALAND,PASSENGER CAR/VAN,1974
2531,BLACK,HOLDEN,COMMODORE,2010,STATIONWAGON,10/11/2021,CENTRAL,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2532,BLACK,SUZUKI,SWIFT,2009,HATCHBACK,10/10/2021,NORTHLAND,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2533,WHITE,MERCEDES-BENZ,E,2016,SPORTS CAR,4/03/2022,CANTERBURY,BLUE,SALOON,2298,MERCEDES-BENZ,GERMANY,PASSENGER CAR/VAN,1995
2534,GREY,MAZDA,AXELA,2004,STATIONWAGON,7/11/2021,BAY OF PLENTY,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
2535,BLUE,NISSAN,NAVARA,1991,UTILITY,8/01/2022,CENTRAL,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2536,WHITE,VOLKSWAGEN,PASSAT,2006,SALOON,26/03/2022,AUCKLAND CITY,BROWN,SALOON,1588,VOLKSWAGEN,NOT KNOWN,PASSENGER CAR/VAN,1982
2537,BLACK,MAZDA,AXELA,2008,STATIONWAGON,16/03/2022,BAY OF PLENTY,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
2538,WHITE,HOLDEN,CAPTIVA,2013,STATIONWAGON,26/02/2022,WAITEMATA,WHITE,STATION WAGON,1991,HOLDEN,SOUTH KOREA,PASSENGER CAR/VAN,2008
2539,BLACK,BMW,320I,2007,SALOON,11/10/2021,COUNTIES/MANUKAU,WHITE,SALOON,1990,BMW,SOUTH AFRICA,PASSENGER CAR/VAN,1986
2540,GREEN,MAZDA,ROADSTER,1998,SPORTS CAR,18/10/2021,EASTERN,SILVER,SPORTS CAR,1590,EUNOS,JAPAN,PASSENGER CAR/VAN,1991
2541,BLACK,MITSUBISHI,OUTLANDER,2014,STATIONWAGON,16/10/2021,CENTRAL,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
2542,SILVER,TOYOTA,IPSUM,2004,STATIONWAGON,15/12/2021,WAITEMATA,SILVER,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1997
2543,RED,TOYOTA,VITZ,2004,HATCHBACK,2/04/2022,COUNTIES/MANUKAU,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
2544,BLACK,HONDA,ACCORD,2007,SALOON,19/11/2021,WELLINGTON,WHITE,SALOON,2156,HONDA,JAPAN,PASSENGER CAR/VAN,1994
2545,SILVER,MAZDA,DEMIO,2006,HATCHBACK,4/04/2022,TASMAN,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2546,RED,HONDA,ACCORD,1998,SALOON,7/10/2021,NORTHLAND,WHITE,SALOON,2156,HONDA,JAPAN,PASSENGER CAR/VAN,1994
2547,WHITE,BMW,760I,2003,SALOON,27/12/2021,BAY OF PLENTY,BLACK,SALOON,5970,BMW,GERMANY,PASSENGER CAR/VAN,2003
2548,SILVER,TOYOTA,HIACE,2006,LIGHT VAN,14/03/2022,AUCKLAND CITY,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
2549,RED,HOLDEN,CAPTIVA,2013,STATIONWAGON,6/03/2022,AUCKLAND CITY,WHITE,STATION WAGON,1991,HOLDEN,SOUTH KOREA,PASSENGER CAR/VAN,2008
2550,PURPLE,MAZDA,ATENZA,2006,STATIONWAGON,6/02/2022,EASTERN,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2551,GOLD,MITSUBISHI,LANCER,1979,SALOON,3/11/2021,AUCKLAND CITY,GREEN,HATCHBACK,1597,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1996
2552,BLUE,FORD,FALCON,2013,SALOON,11/03/2022,NORTHLAND,BLACK,SALOON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,1994
2553,GREY,CHEVROLET,CRUZE,2008,HATCHBACK,4/04/2022,AUCKLAND CITY,BLUE,STATION WAGON,1490,HOLDEN,JAPAN,PASSENGER CAR/VAN,2002
2554,SILVER,NISSAN,BLUEBIRD,2006,SALOON,14/03/2022,EASTERN,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
2555,WHITE,MITSUBISHI,TRITON,2001,UTILITY,14/02/2022,CENTRAL,YELLOW,OTHER COMMERCIAL TRAILER,0,TRITON,NOT KNOWN,TRAILER/CARAVAN,1984
2556,GREY,MITSUBISHI,TRITON,2013,UTILITY,2/12/2021,NORTHLAND,YELLOW,OTHER COMMERCIAL TRAILER,0,TRITON,NOT KNOWN,TRAILER/CARAVAN,1984
2557,GREY,MITSUBISHI,TRITON,2013,UTILITY,3/12/2021,NORTHLAND,YELLOW,OTHER COMMERCIAL TRAILER,0,TRITON,NOT KNOWN,TRAILER/CARAVAN,1984
2558,RED,MAZDA,MAZDA6,2013,STATIONWAGON,8/01/2022,CANTERBURY,GOLD,SALOON,2261,MAZDA,JAPAN,PASSENGER CAR/VAN,2005
2559,SILVER,NISSAN,WINGROAD,2006,STATIONWAGON,28/03/2022,AUCKLAND CITY,BLUE,STATION WAGON,1490,NISSAN,JAPAN,PASSENGER CAR/VAN,1996
2560,ORANGE,MAZDA,DEMIO,2004,HATCHBACK,5/04/2022,CENTRAL,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2561,WHITE,TOYOTA,ESTIMA,2004,STATIONWAGON,12/03/2022,WAIKATO,GREEN,STATION WAGON,2430,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
2562,RED,HONDA,CIVIC,2006,SALOON,17/02/2022,WELLINGTON,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
2563,GREEN,HONDA,FIT,2004,HATCHBACK,6/03/2022,AUCKLAND CITY,BLUE,STATION WAGON,1330,HONDA,JAPAN,PASSENGER CAR/VAN,2001
2564,BLUE,TOYOTA,HILUX,1990,STATIONWAGON,14/11/2021,AUCKLAND CITY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2565,SILVER,TOYOTA,ISIS,2005,STATIONWAGON,3/02/2022,CANTERBURY,GREY,SALOON,2639,MORRIS,UNITED KINGDOM,PASSENGER CAR/VAN,1957
2566,SILVER,MAZDA,DEMIO,2006,HATCHBACK,23/01/2022,NORTHLAND,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2567,WHITE,TOYOTA,COROLLA,2013,HATCHBACK,31/03/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
2568,BLACK,HOLDEN,COMMODORE,2003,SALOON,1/04/2022,WAIKATO,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2569,RED,BMW,120I,2005,HATCHBACK,19/02/2022,CANTERBURY,BROWN,SALOON,1995,BMW,GERMANY,PASSENGER CAR/VAN,2005
2570,WHITE,TOYOTA,PRIUS,2010,SALOON,27/03/2022,COUNTIES/MANUKAU,WHITE,HATCHBACK,1497,TOYOTA,JAPAN,PASSENGER CAR/VAN,2004
2571,BLUE,NISSAN,TIIDA,2005,HATCHBACK,15/01/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2572,SILVER,NISSAN,TIIDA,2005,HATCHBACK,3/04/2022,AUCKLAND CITY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2573,WHITE,MAZDA,DEMIO,2006,HATCHBACK,31/01/2022,WELLINGTON,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2574,WHITE,VOLKSWAGEN,GOLF,2008,HATCHBACK,20/10/2021,BAY OF PLENTY,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
2575,SILVER,KEA,K85SAT,2006,TRAILER,18/01/2022,COUNTIES/MANUKAU,SILVER,DOMESTIC TRAILER,0,KEA,NEW ZEALAND,TRAILER/CARAVAN,2005
2576,GREEN,TOYOTA,HILUX,1993,STATIONWAGON,26/11/2021,BAY OF PLENTY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2577,GREY,TRAILER,HOSKING,2006,BOAT TRAILER,24/03/2022,BAY OF PLENTY,RED,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
2578,SILVER,TRAILER,DOMESTIC,2006,TRAILER,29/12/2021,BAY OF PLENTY,GREY,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1982
2579,SILVER,KEA,TRAILER,2006,TRAILER - HEAVY,29/12/2021,TASMAN,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
2580,SILVER,TRAILER,BOAT,2006,BOAT TRAILER,1/12/2021,WAIKATO,SILVER,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1965
2581,YELLOW,ATLAS,XAS136,2006,TRAILER - HEAVY,14/01/2022,BAY OF PLENTY,YELLOW,OTHER COMMERCIAL TRAILER,0,ATLAS,BELGIUM,TRAILER/CARAVAN,2006
2582,SILVER,REID,TRAILER,2006,TRAILER - HEAVY,17/02/2022,CANTERBURY,CREAM,FLAT-DECK TRAILER,0,STEELBRO,NEW ZEALAND,TRAILER/CARAVAN,1994
2583,SILVER,KEA,K855A,2006,TRAILER,23/10/2021,WAIKATO,SILVER,DOMESTIC TRAILER,0,KEA,NEW ZEALAND,TRAILER/CARAVAN,2000
2584,RED,MAZDA,AXELA,2004,SALOON,22/02/2022,CANTERBURY,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
2585,BLUE,MAZDA,ATENZA,2002,SALOON,1/04/2022,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2586,BLACK,NISSAN,PULSAR,1997,STATIONWAGON,10/02/2022,CENTRAL,GREEN,SALOON,1596,NISSAN,JAPAN,PASSENGER CAR/VAN,1991
2587,WHITE,MAZDA,FAMILIA,1999,STATIONWAGON,1/03/2022,CENTRAL,BLACK,SALOON,1830,MAZDA,JAPAN,PASSENGER CAR/VAN,1989
2588,GREEN,HOLDEN,COMMODORE,2013,SALOON,23/10/2021,WELLINGTON,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2589,SILVER,NISSAN,BLUEBIRD,2007,SALOON,30/03/2022,COUNTIES/MANUKAU,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
2590,BLACK,MAZDA,ATENZA,2006,STATIONWAGON,1/04/2022,COUNTIES/MANUKAU,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2591,WHITE,TOYOTA,HILUX,2000,UTILITY,2/04/2022,CANTERBURY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2592,WHITE,NISSAN,TEANA,2004,SALOON,10/11/2021,EASTERN,SILVER,SALOON,3490,NISSAN,JAPAN,PASSENGER CAR/VAN,2003
2593,SILVER,MAZDA,ATENZA,2006,STATIONWAGON,23/02/2022,CENTRAL,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2594,SILVER,FORD,TERRITORY,2004,STATIONWAGON,26/02/2022,CANTERBURY,SILVER,STATION WAGON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,2004
2595,SILVER,NISSAN,NAVARA,2002,UTILITY,7/01/2022,COUNTIES/MANUKAU,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2596,WHITE,MAZDA,DEMIO,2004,HATCHBACK,4/11/2021,EASTERN,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2597,SILVER,TOYOTA,AVENSIS,2006,STATIONWAGON,11/10/2021,WELLINGTON,WHITE,STATION WAGON,1998,TOYOTA,UNITED KINGDOM,PASSENGER CAR/VAN,2005
2598,GREEN,HOLDEN,VX COMMODORE,2001,STATIONWAGON,22/12/2021,WAIKATO,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
2599,WHITE,NISSAN,CARAVAN,2008,LIGHT VAN,14/10/2021,CANTERBURY,GOLD,LIGHT VAN,1950,NISSAN,JAPAN,PASSENGER CAR/VAN,1985
2600,BLUE,FORD,FALCON,2013,SALOON,12/11/2021,EASTERN,BLACK,SALOON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,1994
2601,SILVER,SUBARU,LEGACY,2002,SALOON,28/01/2022,WELLINGTON,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2602,BLACK,HOLDEN,BARINA SPARK,2013,HATCHBACK,28/03/2022,COUNTIES/MANUKAU,SILVER,HATCHBACK,1206,HOLDEN,SOUTH KOREA,PASSENGER CAR/VAN,2010
2603,BLACK,GREAT WALL,V200,2013,UTILITY,18/02/2022,WAIKATO,SILVER,BOAT TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1978
2604,BLACK,VOLKSWAGEN,BEETLE,2004,HATCHBACK,25/12/2021,WAITEMATA,RED,SALOON,1600,VOLKSWAGEN,GERMANY,PASSENGER CAR/VAN,1967
2605,RED,MAZDA,DEMIO,2005,STATIONWAGON,6/11/2021,WELLINGTON,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2606,WHITE,FORD,TRANSIT,2008,LIGHT VAN,18/01/2022,COUNTIES/MANUKAU,SILVER,SELF PROPELLED CARAVAN,3300,FORD,NEW ZEALAND,MOTOR CARAVAN,1975
2607,WHITE,HONDA,CIVIC,2005,SALOON,9/03/2022,WELLINGTON,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
2608,WHITE,ISUZU,NQR,2007,CAB AND CHASSIS ONLY,17/01/2022,AUCKLAND CITY,WHITE,OTHER TRUCK,4751,ISUZU,JAPAN,GOODS VAN/TRUCK/UTILITY,2000
2609,RED,NISSAN,NAVARA,2013,UTILITY,2/04/2022,WAIKATO,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2610,WHITE,NISSAN,NAVARA,2003,UTILITY,9/11/2021,CANTERBURY,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2611,WHITE,HOLDEN,COMMODORE,2013,SALOON,25/01/2022,CANTERBURY,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2612,WHITE,MITSUBISHI,OUTLANDER,2006,STATIONWAGON,18/01/2022,WAIKATO,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
2613,WHITE,MAZDA,DEMIO,2006,HATCHBACK,26/02/2022,WELLINGTON,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2614,WHITE,SUBARU,IMPREZA,1994,SALOON,2/04/2022,CANTERBURY,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
2615,RED,MAZDA,MX5,1992,SPORTS CAR,28/01/2022,WAITEMATA,RED,CONVERTIBLE,1839,MAZDA,JAPAN,PASSENGER CAR/VAN,1993
2616,GOLD,NISSAN,TIIDA,2005,HATCHBACK,15/11/2021,EASTERN,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2617,GOLD,SUBARU,OUTBACK,2004,STATIONWAGON,28/02/2022,CANTERBURY,WHITE,STATION WAGON,2999,SUBARU,JAPAN,PASSENGER CAR/VAN,2001
2618,SILVER,MAZDA,ATENZA,2003,SALOON,5/03/2022,CANTERBURY,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2619,SILVER,MAZDA,ATENZA,2003,SALOON,9/03/2022,CANTERBURY,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2620,PURPLE,MAZDA,DEMIO,2005,STATIONWAGON,12/03/2022,AUCKLAND CITY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2621,RED,SSANGYONG,ACTYON SPORT,2013,UTILITY,11/01/2022,CENTRAL,WHITE,UTILITY,1998,SSANGYONG,SOUTH KOREA,PASSENGER CAR/VAN,2007
2622,BLUE,SUBARU,FORESTER,2003,STATIONWAGON,27/10/2021,AUCKLAND CITY,SILVER,STATION WAGON,1990,SUBARU,JAPAN,PASSENGER CAR/VAN,1998
2623,WHITE,TOYOTA,RAV4,2008,STATIONWAGON,25/12/2021,COUNTIES/MANUKAU,BLUE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
2624,SILVER,MAZDA,DEMIO,2002,HATCHBACK,27/02/2022,WELLINGTON,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2625,RED,PEUGEOT,208,2013,HATCHBACK,8/12/2021,CANTERBURY,WHITE,SELF PROPELLED CARAVAN,2400,MERCEDES-BENZ,NOT KNOWN,MOTOR CARAVAN,1983
2626,WHITE,BMW,323I,2006,SALOON,23/11/2021,AUCKLAND CITY,GREY,SALOON,2316,BMW,OTHER,PASSENGER CAR/VAN,1984
2627,SILVER,MAZDA,ATENZA,2005,SALOON,7/12/2021,EASTERN,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2628,GREY,HOLDEN,COMMODORE,2010,SALOON,16/10/2021,COUNTIES/MANUKAU,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2629,SILVER,MITSUBISHI,COLT,2005,STATIONWAGON,8/01/2022,COUNTIES/MANUKAU,SILVER,DOMESTIC TRAILER,0,TRAILER,NOT KNOWN,TRAILER/CARAVAN,1985
2630,BLUE,BMW,318TI,1996,SALOON,4/11/2021,COUNTIES/MANUKAU,BLUE,HATCHBACK,1790,BMW,GERMANY,PASSENGER CAR/VAN,1995
2631,SILVER,MAZDA,DEMIO,2004,HATCHBACK,5/03/2022,WAIKATO,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2632,WHITE,TOYOTA,MARKX,2006,SALOON,22/02/2022,CENTRAL,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
2633,SILVER,NISSAN,TIIDA,2006,SALOON,6/02/2022,WAIKATO,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2634,SILVER,TOYOTA,WISH,2005,STATIONWAGON,24/12/2021,AUCKLAND CITY,WHITE,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
2635,WHITE,NISSAN,TIIDA,2005,HATCHBACK,23/01/2022,AUCKLAND CITY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2636,SILVER,FORD,RANGER,2013,UTILITY,22/10/2021,EASTERN,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
2637,SILVER,HONDA,CIVIC,2005,SALOON,12/10/2021,WELLINGTON,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
2638,RED,TOYOTA,VITZ,2004,HATCHBACK,26/02/2022,AUCKLAND CITY,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
2639,GREY,HONDA,FIT,2006,HATCHBACK,3/04/2022,WAITEMATA,BLUE,STATION WAGON,1330,HONDA,JAPAN,PASSENGER CAR/VAN,2001
2640,WHITE,MAZDA,DEMIO,2004,HATCHBACK,29/01/2022,AUCKLAND CITY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2641,SILVER,FORD,KUGA,2014,STATIONWAGON,15/10/2021,CANTERBURY,ORANGE,STATION WAGON,2522,FORD,GERMANY,PASSENGER CAR/VAN,2012
2642,ORANGE,RENAULT,LUTECIA,2006,HATCHBACK,29/03/2022,WAIKATO,SILVER,HATCHBACK,1590,RENAULT,FRANCE,PASSENGER CAR/VAN,1999
2643,BLACK,SUBARU,LEGACY,2005,SALOON,7/01/2022,COUNTIES/MANUKAU,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2644,BLACK,VOLKSWAGEN,GOLF,2006,HATCHBACK,17/03/2022,WELLINGTON,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
2645,BLACK,MAZDA,MPV,2006,STATIONWAGON,9/11/2021,EASTERN,GREY,UTILITY,1595,SUBARU,NOT KNOWN,GOODS VAN/TRUCK/UTILITY,1978
2646,GREY,MAZDA,ATENZA,2006,SALOON,30/01/2022,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2647,WHITE,MAZDA,ATENZA,2006,SALOON,2/03/2022,COUNTIES/MANUKAU,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2648,BLUE,NISSAN,MARCH,2004,HATCHBACK,3/12/2021,AUCKLAND CITY,RED,HATCHBACK,1171,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
2649,SILVER,MAZDA,RX-8,2005,SALOON,2/04/2022,CANTERBURY,RED,SPORTS CAR,1300,MAZDA,JAPAN,PASSENGER CAR/VAN,2003
2650,WHITE,HONDA,ODYSSEY,2004,STATIONWAGON,27/02/2022,COUNTIES/MANUKAU,SILVER,LIGHT VAN,2156,HONDA,JAPAN,PASSENGER CAR/VAN,1996
2651,SILVER,TOYOTA,REGIUS,2008,LIGHT VAN,10/03/2022,COUNTIES/MANUKAU,RED,LIGHT VAN,2985,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1999
