,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location,BASIC_COLOUR,BODY_TYPE,CC_RATING,MAKE,ORIGINAL_COUNTRY,VEHICLE_TYPE,VEHICLE_YEAR
2352,SILVER,TOYOTA,FIELDER,2002,STATIONWAGON,11/02/2022,COUNTIES/MANUKAU,RED,STATION WAGON,1790,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
2353,GREY,MAZDA,ATENZA,2006,STATIONWAGON,28/02/2022,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2354,SILVER,SUBARU,IMPREZA,2006,STATIONWAGON,6/01/2022,NORTHLAND,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
2355,BLACK,AUDI,A3,2005,STATIONWAGON,7/11/2021,NORTHLAND,BLUE,SELF PROPELLED CARAVAN,2700,BEDFORD,NOT KNOWN,MOTOR CARAVAN,1957
2356,GREY,FORD,COURIER,2004,UTILITY,13/01/2022,WAIKATO,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
2357,SILVER,MAZDA,DEMIO,2004,HATCHBACK,17/02/2022,CENTRAL,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2358,BROWN,HOLDEN,VT COMMODORE,1999,SALOON,19/10/2021,CANTERBURY,SILVER,SALOON,3791,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1998
2359,RED,DUCATI,STREETFIGHTER,2021,ROADBIKE,25/01/2022,AUCKLAND CITY,BLACK,MOTORCYCLE,1099,DUCATI,ITALY,MOTORCYCLE,2010
2360,BLACK,MITSUBISHI,AIRTREK,2002,STATIONWAGON,24/02/2022,CENTRAL,SILVER,STATION WAGON,1997,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2002
2361,YELLOW,NISSAN,MARCH,2002,HATCHBACK,2/12/2021,WELLINGTON,RED,HATCHBACK,1171,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
2362,WHITE,MAZDA,FAMILIA,2001,HATCHBACK,29/10/2021,COUNTIES/MANUKAU,BLACK,SALOON,1830,MAZDA,JAPAN,PASSENGER CAR/VAN,1989
2363,SILVER,TOYOTA,ALLION,2006,SALOON,27/03/2022,SOUTHERN,WHITE,SALOON,1990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2002
2364,GREY,FORD,MONDEO,2012,HATCHBACK,7/02/2022,CENTRAL,RED,SALOON,1753,FORD,BELGIUM,PASSENGER CAR/VAN,1997
2365,GREEN,TOYOTA,DUET,2001,HATCHBACK,2/01/2022,WELLINGTON,BLUE,HATCHBACK,989,TOYOTA,JAPAN,PASSENGER CAR/VAN,1999
2366,WHITE,NISSAN,TIIDA,2006,SALOON,14/02/2022,WAIKATO,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2367,RED,TOYOTA,IST,2002,HATCHBACK,21/03/2022,WAITEMATA,BLUE,HATCHBACK,1496,TOYOTA,JAPAN,PASSENGER CAR/VAN,2002
2368,BLACK,HOLDEN,COMMODORE,2006,STATIONWAGON,13/03/2022,COUNTIES/MANUKAU,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2369,BROWN,ISUZU,D-MAX,2012,UTILITY,15/03/2022,WAIKATO,SILVER,UTILITY,2999,ISUZU,THAILAND,GOODS VAN/TRUCK/UTILITY,2011
2370,WHITE,HOLDEN,COLORADO,2009,UTILITY,17/01/2022,WAIKATO,SILVER,UTILITY,2999,HOLDEN,THAILAND,GOODS VAN/TRUCK/UTILITY,2009
2371,WHITE,MERCEDES-BENZ,C,2011,SALOON,12/10/2021,AUCKLAND CITY,WHITE,SALOON,1800,MERCEDES-BENZ,GERMANY,PASSENGER CAR/VAN,1994
2372,WHITE,SUZUKI,SK410,1989,LIGHT VAN,13/03/2022,AUCKLAND CITY,GREY,LIGHT VAN,1000,SUZUKI,JAPAN,GOODS VAN/TRUCK/UTILITY,1986
2373,SILVER,TOYOTA,IPSUM,2003,STATIONWAGON,18/01/2022,WELLINGTON,SILVER,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1997
2374,ORANGE,MAZDA,DEMIO,2002,HATCHBACK,17/02/2022,AUCKLAND CITY,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2375,BLACK,TOYOTA,HILUX,1997,STATIONWAGON,19/03/2022,CANTERBURY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2376,GREY,BMW,Z4,2003,CONVERTIBLE,9/11/2021,WAITEMATA,GREY,CONVERTIBLE,2979,BMW,GERMANY,PASSENGER CAR/VAN,2003
2377,SILVER,MAZDA,DEMIO,2004,HATCHBACK,24/02/2022,WAIKATO,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2378,BLACK,FORD,MONDEO,2012,HATCHBACK,3/04/2022,WAITEMATA,RED,SALOON,1753,FORD,BELGIUM,PASSENGER CAR/VAN,1997
2379,BLUE,SUBARU,LEGACY,2003,SALOON,17/12/2021,WELLINGTON,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2380,GREY,MAZDA,PREMACY,2003,STATIONWAGON,3/04/2022,AUCKLAND CITY,BLUE,STATION WAGON,1839,MAZDA,JAPAN,PASSENGER CAR/VAN,2000
2381,BLACK,SUBARU,IMPREZA,1998,HATCHBACK,17/03/2022,WELLINGTON,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
2382,SILVER,SUBARU,LEGACY,2002,STATIONWAGON,28/12/2021,WELLINGTON,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2383,BLACK,SUBARU,LEGACY,2009,STATIONWAGON,3/04/2022,NORTHLAND,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2384,RED,NISSAN,CUBE,2000,HATCHBACK,29/12/2021,COUNTIES/MANUKAU,WHITE,HATCHBACK,1340,NISSAN,JAPAN,PASSENGER CAR/VAN,2000
2385,BLUE,HYUNDAI,I30,2012,STATIONWAGON,22/12/2021,CANTERBURY,SILVER,HATCHBACK,1999,HYUNDAI,SOUTH KOREA,PASSENGER CAR/VAN,2009
2386,RED,MITSUBISHI,OUTLANDER,2012,STATIONWAGON,18/02/2022,WAITEMATA,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
2387,RED,BMW,318TI,2002,HATCHBACK,23/10/2021,SOUTHERN,BLUE,HATCHBACK,1790,BMW,GERMANY,PASSENGER CAR/VAN,1995
2388,WHITE,MAZDA,AXELA,2005,SALOON,1/11/2021,WAITEMATA,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
2389,WHITE,HOLDEN,CAPTIVA,2012,STATIONWAGON,4/02/2022,WAITEMATA,WHITE,STATION WAGON,1991,HOLDEN,SOUTH KOREA,PASSENGER CAR/VAN,2008
2390,GREEN,MITSUBISHI,L200,2001,UTILITY,3/04/2022,COUNTIES/MANUKAU,RED,UTILITY,2972,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1993
2391,WHITE,MITSUBISHI,L300,2012,LIGHT VAN,5/11/2021,WELLINGTON,BLUE,HEAVY VAN,2477,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2392,PURPLE,HONDA,STREAM,2001,STATIONWAGON,12/12/2021,NORTHLAND,WHITE,CARAVAN,0,LITEWEIGHT,NOT KNOWN,TRAILER/CARAVAN,1967
2393,SILVER,MAZDA,DEMIO,2006,HATCHBACK,3/12/2021,WELLINGTON,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2394,WHITE,SUBARU,FORESTER,2012,STATIONWAGON,12/12/2021,BAY OF PLENTY,SILVER,STATION WAGON,1990,SUBARU,JAPAN,PASSENGER CAR/VAN,1998
2395,BLUE,PEUGEOT,308,2012,STATIONWAGON,5/12/2021,SOUTHERN,RED,LIGHT VAN,2500,HOLDEN,NOT KNOWN,GOODS VAN/TRUCK/UTILITY,1979
2396,BLUE,MAZDA,DEMIO,2004,HATCHBACK,4/04/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2397,SILVER,HONDA,CIVIC,2002,HATCHBACK,4/12/2021,WAITEMATA,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
2398,SILVER,SUZUKI,SWIFT,2006,HATCHBACK,26/01/2022,NORTHLAND,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2399,SILVER,NISSAN,EXPERT,2006,STATIONWAGON,4/04/2022,AUCKLAND CITY,SILVER,STATION WAGON,1769,NISSAN,JAPAN,PASSENGER CAR/VAN,1999
2400,BLACK,HONDA,TORNEO,2000,SALOON,7/03/2022,COUNTIES/MANUKAU,BLACK,SALOON,1997,HONDA,JAPAN,PASSENGER CAR/VAN,1997
2401,WHITE,TOYOTA,HILUX,2012,UTILITY,28/03/2022,CENTRAL,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2402,SILVER,BMW,318CI,2002,SALOON,29/11/2021,COUNTIES/MANUKAU,SILVER,CONVERTIBLE,1995,BMW,GERMANY,PASSENGER CAR/VAN,2001
2403,GREY,NISSAN,SKYLINE,2004,SALOON,1/04/2022,CANTERBURY,BLACK,SALOON,1998,NISSAN,JAPAN,PASSENGER CAR/VAN,1986
2404,SILVER,SUBARU,FORESTER,2005,STATIONWAGON,27/01/2022,WELLINGTON,SILVER,STATION WAGON,1990,SUBARU,JAPAN,PASSENGER CAR/VAN,1998
2405,GOLD,TOYOTA,VITZ,1999,HATCHBACK,17/12/2021,EASTERN,WHITE,HATCHBACK,990,TOYOTA,JAPAN,PASSENGER CAR/VAN,2000
2406,BLUE,NISSAN,LAFESTA,2005,STATIONWAGON,29/12/2021,EASTERN,SILVER,STATION WAGON,1990,NISSAN,JAPAN,PASSENGER CAR/VAN,2005
2407,PURPLE,HONDA,CRV,1996,STATIONWAGON,2/04/2022,CENTRAL,RED,LIGHT VAN,2000,HONDA,JAPAN,PASSENGER CAR/VAN,1997
2408,BLUE,MAZDA,RX-8,2003,SALOON,25/10/2021,COUNTIES/MANUKAU,RED,SPORTS CAR,1300,MAZDA,JAPAN,PASSENGER CAR/VAN,2003
2409,BLUE,HOLDEN,VX COMMODORE,2001,SALOON,9/10/2021,WAIKATO,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
2410,SILVER,NISSAN,TIIDA,2006,HATCHBACK,5/04/2022,WAIKATO,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2411,SILVER,MAZDA,ATENZA,2003,STATIONWAGON,11/02/2022,AUCKLAND CITY,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2412,SILVER,MAZDA,DEMIO,2005,HATCHBACK,19/03/2022,WAIKATO,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2413,BLUE,MAZDA,DEMIO,2004,HATCHBACK,16/01/2022,WAIKATO,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2414,RED,MAZDA,BOUNTY,2002,UTILITY,31/03/2022,AUCKLAND CITY,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
2415,WHITE,FORD,RANGER,2012,UTILITY,13/02/2022,BAY OF PLENTY,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
2416,SILVER,TOYOTA,ESTIMA,1999,STATIONWAGON,21/03/2022,AUCKLAND CITY,GREEN,STATION WAGON,2430,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
2417,GREY,HOLDEN,CRUZE,2012,SALOON,27/02/2022,COUNTIES/MANUKAU,BLUE,STATION WAGON,1490,HOLDEN,JAPAN,PASSENGER CAR/VAN,2002
2418,GREEN,FORD,COURIER,2002,UTILITY,11/03/2022,SOUTHERN,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
2419,BLACK,MAZDA,ATENZA,2006,STATIONWAGON,6/12/2021,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2420,RED,HOLDEN,COMMODORE,2003,SALOON,19/12/2021,COUNTIES/MANUKAU,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2421,WHITE,MAZDA,ATENZA,2002,STATIONWAGON,23/03/2022,COUNTIES/MANUKAU,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2422,YELLOW,SUZUKI,SWIFT,2006,HATCHBACK,17/12/2021,WELLINGTON,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2423,WHITE,MAZDA,BONGO,2006,UTILITY,30/10/2021,AUCKLAND CITY,WHITE,FLAT-DECK TRUCK,1415,MAZDA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
2424,BLACK,VOLKSWAGEN,GOLF,2003,HATCHBACK,17/01/2022,TASMAN,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
2425,SILVER,NISSAN,NAVARA,2012,UTILITY,22/02/2022,CANTERBURY,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2426,RED,MAZDA,ATENZA,2002,STATIONWAGON,16/12/2021,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2427,BLACK,SUBARU,LEGACY,2000,STATIONWAGON,26/11/2021,BAY OF PLENTY,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2428,BLACK,SUBARU,LEGACY,2009,SALOON,25/03/2022,TASMAN,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2429,WHITE,TOYOTA,HIACE,2012,LIGHT VAN,22/11/2021,AUCKLAND CITY,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
2430,GREEN,FORD,EXPLORER,2002,STATIONWAGON,7/03/2022,BAY OF PLENTY,CREAM,CARAVAN,0,HOMEBUILT,NOT KNOWN,TRAILER/CARAVAN,1970
2431,SILVER,HOLDEN,COLORADO,2012,UTILITY,8/01/2022,CENTRAL,SILVER,UTILITY,2999,HOLDEN,THAILAND,GOODS VAN/TRUCK/UTILITY,2009
2432,WHITE,NISSAN,ELGRAND,2001,STATIONWAGON,14/03/2022,TASMAN,WHITE,STATION WAGON,3156,NISSAN,JAPAN,PASSENGER CAR/VAN,1997
2433,BLACK,FORD,FOCUS,2012,HATCHBACK,1/04/2022,WAITEMATA,BLACK,HATCHBACK,1596,FORD,GERMANY,PASSENGER CAR/VAN,2000
2434,GREY,AUDI,RS5,2011,SPORTS CAR,16/01/2022,WAITEMATA,WHITE,SPORTS CAR,4163,AUDI,GERMANY,PASSENGER CAR/VAN,2011
2435,SILVER,NISSAN,TIIDA,2005,HATCHBACK,30/11/2021,WELLINGTON,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2436,WHITE,MAZDA,AXELA,2005,SALOON,25/03/2022,EASTERN,BLUE,HATCHBACK,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2004
2437,SILVER,MITSUBISHI,TRITON,2012,UTILITY,11/01/2022,SOUTHERN,YELLOW,OTHER COMMERCIAL TRAILER,0,TRITON,NOT KNOWN,TRAILER/CARAVAN,1984
2438,SILVER,HOLDEN,VX COMMODORE,2001,SALOON,23/02/2022,WAIKATO,BLUE,STATION WAGON,5665,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,2001
2439,BLUE,TOYOTA,COROLLA,2005,HATCHBACK,7/01/2022,TASMAN,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
2440,WHITE,TOYOTA,HILUX,2001,UTILITY,25/01/2022,WELLINGTON,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2441,SILVER,MAZDA,DEMIO,2005,HATCHBACK,18/03/2022,WELLINGTON,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2442,BLUE,NISSAN,TIIDA,2004,SALOON,5/04/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2443,GREY,FORD,FALCON UTE,2006,UTILITY,11/02/2022,BAY OF PLENTY,GREEN,UTILITY,3984,FORD,AUSTRALIA,GOODS VAN/TRUCK/UTILITY,1994
2444,GOLD,TOYOTA,CAMRY,2004,SALOON,9/12/2021,AUCKLAND CITY,WHITE,STATION WAGON,2959,TOYOTA,JAPAN,PASSENGER CAR/VAN,1996
2445,WHITE,MAZDA,BOUNTY,2002,UTILITY,17/03/2022,WELLINGTON,SILVER,UTILITY,2499,MAZDA,THAILAND,GOODS VAN/TRUCK/UTILITY,2004
2446,WHITE,MAZDA,ATENZA,2003,SALOON,4/11/2021,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2447,SILVER,FORD,FALCON,2002,SALOON,12/02/2022,CANTERBURY,BLACK,SALOON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,1994
2448,WHITE,TOYOTA,LANDCRUISER,1988,STATIONWAGON,2/04/2022,CANTERBURY,RED,STATION WAGON,4160,TOYOTA,JAPAN,PASSENGER CAR/VAN,1992
2449,GREY,FORD,RANGER,2012,UTILITY,17/01/2022,AUCKLAND CITY,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
2450,SILVER,HOLDEN,CRUZE,2012,SALOON,7/03/2022,AUCKLAND CITY,BLUE,STATION WAGON,1490,HOLDEN,JAPAN,PASSENGER CAR/VAN,2002
2451,RED,FORD,RANGER,2008,UTILITY,6/03/2022,CANTERBURY,GREY,SELF PROPELLED CARAVAN,3830,HINO,JAPAN,MOTOR CARAVAN,1988
2452,WHITE,MITSUBISHI,L200,2008,FLAT DECK TRUCK,22/02/2022,WAITEMATA,RED,UTILITY,2972,MITSUBISHI,JAPAN,GOODS VAN/TRUCK/UTILITY,1993
2453,BLUE,NISSAN,TIIDA,2005,SALOON,5/04/2022,COUNTIES/MANUKAU,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2454,WHITE,TOYOTA,HIACE,2000,LIGHT VAN,14/10/2021,AUCKLAND CITY,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
2455,BLUE,MITSUBISHI,GALANT,1999,SALOON,1/01/2022,CENTRAL,WHITE,SALOON,1997,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1996
2456,WHITE,NISSAN,TIIDA,2007,SALOON,30/11/2021,AUCKLAND CITY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2457,GOLD,TOYOTA,HIACE,1994,STATIONWAGON,31/03/2022,WELLINGTON,WHITE,LIGHT VAN,1990,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1990
2458,ORANGE,SUZUKI,SWIFT,2006,HATCHBACK,3/02/2022,BAY OF PLENTY,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2459,SILVER,MAZDA,ATENZA,2002,HATCHBACK,11/11/2021,CANTERBURY,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2460,WHITE,FORD,TERRITORY,2012,STATIONWAGON,12/10/2021,COUNTIES/MANUKAU,SILVER,STATION WAGON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,2004
2461,GREEN,FORD,COURIER,2001,UTILITY,4/03/2022,BAY OF PLENTY,RED,UTILITY,2606,FORD,JAPAN,GOODS VAN/TRUCK/UTILITY,1997
2462,WHITE,VOLVO,C70,2003,CONVERTIBLE,14/10/2021,WAITEMATA,BLACK,SALOON,2319,VOLVO,BELGIUM,PASSENGER CAR/VAN,1998
2463,ORANGE,SUZUKI,SWIFT,2012,HATCHBACK,22/03/2022,COUNTIES/MANUKAU,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2464,BLACK,SUBARU,LEGACY,2005,STATIONWAGON,27/03/2022,WELLINGTON,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2465,GREEN,HOLDEN,COMMODORE,2012,STATIONWAGON,18/03/2022,CENTRAL,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2466,SILVER,NISSAN,TIIDA,2005,HATCHBACK,29/03/2022,CANTERBURY,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2467,WHITE,MITSUBISHI,OUTLANDER,2012,STATIONWAGON,7/11/2021,CANTERBURY,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
2468,WHITE,SUBARU,LEGACY,2009,STATIONWAGON,28/10/2021,CANTERBURY,BROWN,SALOON,1994,SUBARU,JAPAN,PASSENGER CAR/VAN,1989
2469,SILVER,SUZUKI,SWIFT,2012,HATCHBACK,22/03/2022,COUNTIES/MANUKAU,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2470,BLACK,MITSUBISHI,OUTLANDER,2005,STATIONWAGON,20/03/2022,WAITEMATA,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
2471,GREEN,NISSAN,BLUEBIRD,2005,SALOON,7/01/2022,CENTRAL,RED,SALOON,1952,NISSAN,JAPAN,PASSENGER CAR/VAN,1988
2472,GREY,NISSAN,CUBE,2004,HATCHBACK,5/04/2022,WAIKATO,WHITE,HATCHBACK,1340,NISSAN,JAPAN,PASSENGER CAR/VAN,2000
2473,WHITE,TOYOTA,HILUX,1999,STATIONWAGON,30/12/2021,BAY OF PLENTY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2474,WHITE,TOYOTA,HILUX,2012,UTILITY,30/01/2022,NORTHLAND,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2475,SILVER,TOYOTA,MARKX,2005,SALOON,17/12/2021,CANTERBURY,SILVER,SALOON,2499,TOYOTA,JAPAN,PASSENGER CAR/VAN,2005
2476,SILVER,MITSUBISHI,OUTLANDER,2007,STATIONWAGON,12/12/2021,CENTRAL,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
2477,BLACK,JEEP,COMPASS,2018,STATIONWAGON,21/03/2022,COUNTIES/MANUKAU,GREY,DOMESTIC TRAILER,0,TRAILER,NEW ZEALAND,TRAILER/CARAVAN,1998
2478,GREEN,HONDA,CIVIC,1997,HATCHBACK,11/12/2021,WELLINGTON,SILVER,HATCHBACK,1493,HONDA,JAPAN,PASSENGER CAR/VAN,1995
2479,BLUE,HONDA,EDIX,2005,STATIONWAGON,15/10/2021,WAITEMATA,BLACK,HATCHBACK,1990,HONDA,JAPAN,PASSENGER CAR/VAN,2004
2480,SILVER,MAZDA,ATENZA,2007,STATIONWAGON,4/04/2022,WELLINGTON,YELLOW,SALOON,2260,MAZDA,JAPAN,PASSENGER CAR/VAN,2002
2481,BLUE,BMW,520I,2001,SALOON,25/02/2022,AUCKLAND CITY,RED,SALOON,1990,BMW,NOT KNOWN,PASSENGER CAR/VAN,1973
2482,GREY,MITSUBISHI,OUTLANDER,2005,STATIONWAGON,2/12/2021,CANTERBURY,SILVER,STATION WAGON,2359,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,2006
2483,WHITE,TOYOTA,IPSUM,2005,STATIONWAGON,23/03/2022,WAITEMATA,SILVER,STATION WAGON,1998,TOYOTA,JAPAN,PASSENGER CAR/VAN,1997
2484,SILVER,SUBARU,IMPREZA,2003,STATIONWAGON,3/04/2022,WAIKATO,WHITE,SALOON,1597,SUBARU,JAPAN,PASSENGER CAR/VAN,1993
2485,RED,TOYOTA,CALDINA,1996,STATIONWAGON,25/03/2022,SOUTHERN,GREEN,STATION WAGON,1838,TOYOTA,JAPAN,PASSENGER CAR/VAN,1994
2486,BLACK,TOYOTA,HILUX,2012,UTILITY,6/11/2021,CANTERBURY,RED,UTILITY,2779,TOYOTA,JAPAN,GOODS VAN/TRUCK/UTILITY,1994
2487,SILVER,MAZDA,DEMIO,2005,HATCHBACK,9/02/2022,WAIKATO,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2488,SILVER,NISSAN,TIIDA,2005,HATCHBACK,4/04/2022,NORTHLAND,WHITE,SALOON,1797,NISSAN,JAPAN,PASSENGER CAR/VAN,2007
2489,SILVER,MITSUBISHI,MIRAGE,1996,SALOON,1/01/2022,AUCKLAND CITY,YELLOW,HATCHBACK,1600,MITSUBISHI,JAPAN,PASSENGER CAR/VAN,1991
2490,SILVER,HOLDEN,BARINA SPARK,2012,HATCHBACK,1/03/2022,WAITEMATA,SILVER,HATCHBACK,1206,HOLDEN,SOUTH KOREA,PASSENGER CAR/VAN,2010
2491,BLACK,PEUGEOT,407,2009,SALOON,5/12/2021,BAY OF PLENTY,BROWN,CARAVAN,0,SUPERIOR,NOT KNOWN,TRAILER/CARAVAN,1980
2492,BLACK,CHERY,J1,2012,HATCHBACK,30/01/2022,COUNTIES/MANUKAU,RED,UTILITY,2651,BEDFORD,UNITED KINGDOM,GOODS VAN/TRUCK/UTILITY,1962
2493,RED,FORD,FALCON,2012,SALOON,11/12/2021,EASTERN,BLACK,SALOON,3984,FORD,AUSTRALIA,PASSENGER CAR/VAN,1994
2494,BLUE,VOLKSWAGEN,GOLF,2007,STATIONWAGON,4/03/2022,CENTRAL,RED,HATCHBACK,1780,VOLKSWAGEN,JAPAN,PASSENGER CAR/VAN,1987
2495,WHITE,HONDA,ODYSSEY,2005,STATIONWAGON,27/03/2022,COUNTIES/MANUKAU,SILVER,LIGHT VAN,2156,HONDA,JAPAN,PASSENGER CAR/VAN,1996
2496,SILVER,NISSAN,NAVARA,2012,UTILITY,11/11/2021,NORTHLAND,YELLOW,UTILITY,2960,NISSAN,JAPAN,GOODS VAN/TRUCK/UTILITY,1996
2497,BLUE,MAZDA,DEMIO,2005,HATCHBACK,4/04/2022,COUNTIES/MANUKAU,RED,HATCHBACK,1498,MAZDA,JAPAN,PASSENGER CAR/VAN,1997
2498,SILVER,TOYOTA,COROLLA,2012,HATCHBACK,31/03/2022,BAY OF PLENTY,RED,HATCHBACK,1296,TOYOTA,JAPAN,PASSENGER CAR/VAN,1993
2499,SILVER,SUZUKI,SWIFT,2005,HATCHBACK,14/01/2022,CENTRAL,WHITE,HATCHBACK,1298,SUZUKI,JAPAN,PASSENGER CAR/VAN,1995
2500,GREEN,HOLDEN,COMMODORE,2007,SALOON,23/12/2021,TASMAN,BLUE,SALOON,5700,HOLDEN,AUSTRALIA,PASSENGER CAR/VAN,1994
2501,BLUE,TOYOTA,YARIS,2013,HATCHBACK,7/02/2022,WAIKATO,GREEN,SALOON,1496,TOYOTA,JAPAN,PASSENGER CAR/VAN,2008
