date,open,high,low,close,volume,average,barCount,GLD,UVXY,SQQQ,CVX,RIO,NUE,LWAY,TSN,NTR,ADM,HYG,SRLN,JNK,EWH,GBTC,USO,DIA,QQQ,IWM,IEF,SIVR,FXB,FXE,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres
2019-05-03,292.82,294.34,292.56,294.03,379405.51,293.568,172933,120.65,313.4,848.0,117.27,58.92,57.65,2.47,75.09,53.99,43.67,86.57,46.7,108.2808,27.12,7.325,102.96,264.97,191.11,160.53,105.48,14.49,127.71,106.74,290.834,294.9458,286.7222,273.0877,66.6537,293.94,294.24,293.94,294.24
2019-05-06,289.25,293.31,288.9,292.82,599425.54,291.587,280189,120.81,338.8,863.0,118.4,58.08,56.68,2.47,77.05,53.3,43.09,86.61,46.65,108.3,26.39,7.52,104.56,264.27,189.94,160.71,105.75,14.47,127.03,106.74,291.0465,295.1073,286.9857,273.1676,61.6042,292.24,293.62,292.24,293.62
2019-05-07,290.15,290.81,285.81,287.93,1002689.54,287.988,457238,121.21,423.2,914.0,118.27,58.29,56.18,2.48,76.85,51.34,42.71,86.09,46.56,107.67,26.05,7.81,101.84,259.52,186.24,157.53,106.11,14.47,126.78,106.6,291.0035,295.1756,286.8314,273.2669,46.3292,287.3,288.66,287.3,288.66
2019-05-08,287.54,289.43,286.87,287.53,648616.59,288.2665,316183,120.91,412.9,921.0,117.5,57.67,56.42,2.44,77.49,51.61,42.42,86.12,46.52,107.69,25.96,7.84,103.12,259.66,185.77,156.76,105.91,14.42,126.13,106.66,291.0145,295.1486,286.8804,273.3287,45.3388,287.3,288.66,287.3,288.66
2019-05-09,285.24,287.33,283.3,286.66,820745.17,285.431,391901,121.2,411.3,936.0,121.19,57.74,56.56,2.25,77.94,50.6,42.56,85.99,46.42,107.5,25.44,8.23,102.48,258.44,184.77,156.19,106.19,14.33,126.23,106.91,290.933,295.3344,286.5316,273.4013,43.177,285.54,286.7,285.54,286.7
2019-05-10,285.62,288.94,282.3,288.1,914019.48,285.5985,441347,121.43,364.4,935.0,121.99,58.87,56.8,2.22,79.81,52.13,42.43,86.23,46.48,107.75,25.66,8.6,102.72,259.92,185.0,156.62,106.12,14.35,126.175,107.01,290.9275,295.3427,286.5123,273.49,47.6282,287.3,288.66,287.3,288.66
2019-05-13,282.42,283.49,279.93,280.86,976255.55,281.346,475959,122.67,442.5,1032.0,120.44,57.16,54.69,2.32,79.57,50.09,40.69,85.44,46.31,106.83,24.91,10.21,101.44,253.47,178.58,151.63,106.65,14.35,125.66,107.02,290.4625,296.6901,284.2349,273.5372,33.4434,280.4,281.15,280.4,281.15
2019-05-14,282.02,285.1,281.85,283.4,606614.6,283.81,287385,122.46,408.0,998.0,121.64,58.46,55.18,2.33,81.57,49.83,40.85,85.63,46.33,107.06,25.22,9.48,102.96,255.81,180.54,153.54,106.55,14.37,125.18,106.77,290.134,297.0822,283.1858,273.5763,40.175,282.39,283.47,282.39,283.47
2019-05-15,281.59,285.77,281.36,285.06,540546.61,284.2405,260258,122.39,382.6,957.0,122.14,58.29,54.87,2.7,82.24,50.41,40.98,85.71,46.47,107.14,25.42,10.55,103.76,256.92,183.09,154.04,106.89,14.36,124.55,106.77,289.879,297.1706,282.5874,273.6167,44.1507,284.82,285.43,284.82,285.43
2019-05-16,285.84,289.21,285.76,287.7,543132.2,287.9755,259835,121.51,359.3,928.0,120.8,59.78,54.98,2.67,82.6,50.03,41.26,85.97,46.52,107.43,25.49,9.94,105.12,259.16,184.93,155.0,106.68,14.15,124.08,106.51,289.7915,297.1433,282.4397,273.6664,49.8577,287.3,288.66,287.3,288.66
2019-05-17,285.14,288.6,285.13,285.84,619626.82,286.762,295843,120.65,365.4,957.0,120.52,59.96,53.29,2.65,82.49,49.4,40.68,85.94,46.52,107.4,25.1,9.23,104.64,257.44,183.04,152.84,106.73,14.02,123.38,106.35,289.5825,297.1315,282.0335,273.7151,46.2702,285.54,286.7,285.54,286.7
2019-05-20,284.06,285.43,283.12,283.95,491397.04,284.2685,241718,120.64,373.7,1005.0,120.84,59.74,52.62,2.6,81.87,48.47,39.82,85.86,46.46,107.33,25.04,9.95,105.2,256.67,179.95,151.78,106.55,14.05,123.43,106.39,289.2665,297.1935,281.3395,273.7475,42.8929,283.47,284.37,283.47,284.37
2019-05-21,285.83,286.93,285.55,286.51,356325.71,286.3345,182450,120.36,346.1,976.0,121.34,59.76,53.68,2.74,80.61,48.91,40.18,86.13,46.57,107.6,25.12,10.4,105.04,258.77,181.83,153.82,106.43,14.04,123.17,106.34,288.948,296.78,281.116,273.7767,48.3881,285.54,286.7,285.54,286.7
2019-05-22,285.45,286.69,285.1,285.63,367415.36,285.7995,177539,120.24,339.9,987.0,120.57,59.45,52.88,2.53,81.26,48.39,39.92,86.2,46.54,107.69,25.25,10.17,101.92,257.6,181.02,152.53,106.75,14.04,122.79,106.27,288.618,296.4252,280.8108,273.8047,46.7237,285.54,286.7,285.54,286.7
2019-05-23,283.16,283.21,280.57,282.14,743854.63,281.7215,345846,121.17,373.5,1032.0,117.87,58.77,51.39,2.42,81.71,47.34,39.21,85.77,46.46,107.2,25.02,9.99,96.72,254.76,178.25,149.39,107.4,14.17,122.745,106.49,288.1225,296.247,279.998,273.8442,40.7388,281.87,282.39,281.87,282.39
2019-05-24,283.74,284.2,282.09,282.78,375206.59,283.0815,181851,121.3,362.4,1035.0,118.71,59.71,51.16,2.22,81.46,48.17,39.16,85.65,46.42,107.06,25.04,10.7,97.84,256.12,178.16,150.79,107.37,14.14,123.305,106.78,287.591,295.6529,279.5291,273.8656,42.2009,282.39,283.47,282.39,283.47
