date,open,high,low,close,volume,average,barCount,GLD,UVXY,SQQQ,CVX,RIO,NUE,LWAY,TSN,NTR,ADM,HYG,SRLN,JNK,EWH,GBTC,USO,DIA,QQQ,IWM,IEF,SIVR,FXB,FXE,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres
2021-09-20,434.88,436.56,428.86,434.04,1220662.42,432.8815,690598,164.94,27.31,40.75,94.78,66.07,96.88,5.62,75.7,61.72,60.52,87.69,45.97,109.58,23.56,34.555,49.6,339.4,365.7,217.19,117.08,21.43,131.655,109.38,448.027,456.8699,439.1841,313.6371,33.0371,431.54,435.61,431.54,435.61
2021-09-21,436.54,437.91,433.07,433.63,683936.78,435.2755,407921,166.04,25.86,40.65,94.85,65.37,96.21,5.76,75.52,62.2,60.02,87.84,45.94,109.76,23.91,33.18,49.58,339.11,366.15,217.52,117.01,21.72,131.66,109.39,447.3455,458.1934,436.4976,313.8057,32.6282,431.54,435.61,431.54,435.61
2021-09-22,436.05,440.03,435.07,437.86,746759.23,438.0585,450079,165.42,23.68,39.45,97.64,66.59,97.18,5.76,75.48,63.08,58.99,88.0,45.99,109.94,24.34,34.88,50.48,342.5,369.57,220.9,117.12,21.86,131.27,109.02,446.84,458.4405,435.2395,313.9958,40.7739,436.12,441.11,436.12,441.11
2021-09-23,439.84,444.89,439.6,443.18,565962.42,443.295,320680,163.51,21.48,38.35,100.06,67.05,99.4,5.81,76.11,64.58,60.28,88.04,46.0,109.96,24.22,35.89,51.38,347.56,372.98,224.81,116.06,21.76,132.23,109.505,446.5535,458.2182,434.8888,314.1456,49.1079,441.11,443.22,441.11,443.22
2021-09-24,441.45,444.67,441.21,443.91,420959.5,443.3085,246721,163.3,20.49,38.2,100.6,66.77,100.92,5.78,76.22,64.91,59.76,87.91,46.05,109.84,23.59,34.23,51.82,347.87,373.33,223.05,115.71,21.58,131.7,109.23,446.436,458.1574,434.7146,314.2574,50.1446,443.47,444.89,443.47,444.89
2021-09-27,442.81,444.05,441.9,442.64,420382.94,443.004,253920,163.64,20.74,39.15,102.97,67.54,103.92,5.76,76.86,66.26,60.76,87.83,46.06,109.75,23.76,34.18,52.91,348.61,370.35,226.44,115.4,21.82,132.02,109.03,446.0555,457.751,434.36,314.3678,48.3012,441.11,443.22,441.11,443.22
2021-09-28,439.69,440.04,432.94,433.72,962963.6,435.2095,566248,162.05,23.93,42.45,103.36,65.83,102.92,5.6,77.8,65.83,60.57,87.43,46.03,109.27,23.52,32.73,52.4,342.92,359.87,221.29,114.96,21.66,130.45,108.97,445.13,457.6266,432.6334,314.6025,37.7925,431.54,435.61,431.54,435.61
2021-09-29,435.19,437.04,433.85,434.45,622087.95,435.4165,358637,161.32,24.53,42.7,103.33,65.74,99.79,5.5368,80.49,64.9,60.78,87.59,46.11,109.49,23.89,32.12,52.32,343.77,359.28,220.82,115.08,20.76,129.23,108.06,444.2745,457.2275,431.3215,314.7545,38.9628,431.54,435.61,431.54,435.61
2021-09-30,436.02,436.77,428.78,429.14,958066.4,432.347,527078,164.22,24.55,43.15,101.45,66.82,98.49,5.6,78.94,64.83,60.01,87.49,46.02,109.36,23.98,33.85,52.56,338.29,357.96,218.75,115.22,21.37,129.8,107.97,443.1415,457.1818,429.1012,314.9776,33.9581,428.86,429.66,428.86,429.66
2021-10-01,430.98,436.04,427.23,434.24,895815.54,431.745,500968,164.59,23.21,42.35,104.33,66.81,97.65,5.51,78.31,67.2,60.8,87.41,45.94,109.2,23.88,37.19,53.26,343.18,360.18,222.28,115.61,21.69,130.53,108.08,442.194,455.9487,428.4393,315.1946,41.7034,431.54,435.61,431.54,435.61
2021-10-04,433.0,433.96,426.36,428.64,933216.93,428.601,557471,165.36,24.17,45.0,104.72,66.56,96.78,5.44,78.08,67.76,61.16,87.1,45.88,108.83,23.73,39.13,54.49,340.01,352.62,220.26,115.47,21.87,131.12,108.29,440.972,454.9813,426.9627,315.4093,36.6242,425.46,428.86,425.46,428.86
2021-10-05,430.27,435.49,429.39,433.1,665276.25,433.6555,363959,164.59,22.99,43.15,105.86,66.38,98.7,5.49,78.31,68.32,62.28,87.06,45.86,108.74,24.01,40.44,55.63,343.13,357.38,221.02,115.11,21.78,131.19,108.1,440.054,453.5922,426.5158,315.5678,42.6183,431.54,435.61,431.54,435.61
2021-10-06,429.27,435.12,427.54,434.9,850982.38,431.4515,460867,165.03,22.44,42.35,104.93,67.07,95.99,5.4,78.62,68.0,62.3,87.01,45.81,108.68,24.0,42.78,54.16,344.12,359.67,219.87,115.14,21.85,130.85,107.74,439.2535,451.9996,426.5074,315.7731,44.884,431.54,435.61,431.54,435.61
2021-10-07,438.41,441.68,438.2,438.66,537516.2,440.186,309106,164.16,21.25,41.15,105.68,68.13,98.95,5.49,78.68,69.5,63.02,87.02,45.85,108.64,24.24,41.55,55.36,347.63,362.97,223.26,114.68,21.77,131.13,107.68,438.7375,450.6768,426.7982,315.9064,49.3802,436.12,441.11,436.12,441.11
2021-10-08,439.48,439.89,437.19,437.86,495398.04,438.4955,291250,164.23,20.59,41.85,108.05,68.47,97.97,5.49,78.57,70.19,63.29,86.76,45.88,108.45,24.3,42.34,55.47,347.53,361.16,221.58,114.43,21.82,131.19,107.78,438.3585,449.8972,426.8198,316.0283,48.4742,436.12,441.11,436.12,441.11
2021-10-11,437.16,440.26,434.62,434.69,456064.34,437.388,251472,163.92,21.01,42.75,107.13,69.81,98.62,5.5,78.34,71.36,63.97,86.49,45.85,108.07,24.07,44.315,56.18,344.98,358.39,220.31,114.15,21.75,130.89,107.64,437.764,448.7595,426.7685,316.1374,44.9542,431.54,435.61,431.54,435.61
2021-10-12,435.67,436.1,432.78,433.62,501820.68,434.4405,272953,164.66,20.37,43.15,107.15,69.29,99.6,5.42,79.24,70.62,63.39,86.65,45.84,108.27,23.95,42.45,56.11,343.78,357.14,221.52,114.67,21.78,130.98,107.46,437.2365,447.961,426.512,316.2561,43.7981,431.54,435.61,431.54,435.61
2021-10-13,434.71,436.05,431.54,435.18,515009.58,434.004,290681,167.59,19.79,42.15,107.79,69.05,100.34,5.46,79.31,70.48,62.92,86.88,45.82,108.52,24.18,44.65,56.16,343.89,360.0,222.57,114.89,22.2,131.61,108.05,436.6015,446.1718,427.0312,316.3793,45.9794,431.54,435.61,431.54,435.61
2021-10-14,439.08,442.66,438.58,442.5,485082.19,441.3015,263442,168.0,18.16,39.8,108.81,71.09,101.23,5.46,79.7,71.74,64.17,87.37,45.87,109.12,24.09,44.9101,56.81,349.13,366.63,225.87,115.16,22.7,131.75,108.05,436.368,445.0854,427.6506,316.5022,54.8369,441.11,443.22,441.11,443.22
2021-10-15,444.76,446.26,444.09,445.87,423635.86,445.359,227023,165.33,18.17,39.05,109.61,70.43,101.78,5.545,79.68,71.24,63.95,87.22,45.87,108.9,24.47,47.41,57.15,352.85,368.94,225.16,114.59,22.47,132.39,108.08,436.5915,446.0142,427.1688,316.6122,58.2323,444.89,447.11,444.89,447.11
2021-10-18,443.97,447.55,443.27,447.19,384114.26,446.2925,207017,164.92,17.58,37.85,109.56,70.18,102.53,5.52,79.43,71.42,63.8,87.18,45.81,108.85,24.43,45.65,56.96,352.5,372.65,225.03,114.43,22.37,132.24,108.14,437.249,447.6519,426.8461,316.7128,59.5162,447.11,448.06,447.11,448.06
2021-10-19,448.92,450.7,448.27,450.64,353574.94,449.847,199417,165.45,17.37,37.1,111.7,70.89,103.3,5.6,80.1,71.82,64.54,87.24,45.84,108.93,24.7,48.82,57.42,354.46,375.47,225.87,114.02,22.81,132.81,108.41,438.0995,449.8712,426.3278,316.8077,62.7399,450.01,451.14,450.01,451.14
2021-10-20,451.13,452.74,451.01,452.41,338359.44,451.99,196327,166.9,17.11,37.15,113.16,68.13,105.16,5.51,81.23,71.8,64.84,87.27,45.87,109.01,24.85,51.75,58.12,356.03,374.98,227.37,113.97,23.47,133.16,108.53,438.827,452.1462,425.5078,316.8996,64.3101,451.14,454.05,451.14,454.05
2021-10-21,451.76,453.83,451.31,453.59,288303.67,452.4175,162444,166.75,16.34,36.5,111.74,65.54,102.07,5.5796,81.19,69.91,64.87,87.05,45.86,108.72,24.57,48.97,57.41,355.96,377.27,227.95,113.67,23.28,132.79,108.235,439.3475,454.0484,424.6466,316.9785,65.3582,451.14,454.05,451.14,454.05
2021-10-22,453.13,454.67,451.05,453.12,430182.21,453.003,253371,167.77,16.78,37.4,112.8,65.88,102.33,5.5,82.5,70.08,66.22,86.84,45.89,108.48,24.68,48.75,58.03,356.74,374.1,227.41,113.96,23.47,132.5,108.47,439.808,455.5891,424.0269,317.0957,64.5451,451.14,454.05,451.14,454.05
2021-10-25,454.28,455.9,452.39,455.55,307274.54,454.712,178666,168.93,16.06,36.25,113.85,66.83,109.42,5.5129,83.29,70.59,66.63,86.99,45.86,108.65,24.76,50.89,57.83,357.55,377.93,229.57,114.1,23.67,132.575,108.15,440.4535,457.6388,423.2682,317.1807,66.8419,454.05,456.59,454.05,456.59
2021-10-26,457.2,458.49,455.56,455.96,413562.49,457.052,242745,167.68,16.49,35.95,114.1,66.03,111.43,5.47,82.49,70.24,65.36,87.01,45.88,108.68,24.7,49.43,58.45,357.5,379.12,227.84,114.24,23.28,132.575,108.01,441.5655,459.7151,423.4159,317.2954,67.2276,454.05,456.59,454.05,456.59
2021-10-27,456.45,457.16,453.86,453.94,397799.82,455.6725,226254,168.12,17.07,35.65,112.07,64.44,108.2,5.55,80.63,69.82,64.53,86.94,45.87,108.56,24.48,46.7,56.9,354.98,380.0,223.65,114.88,23.23,132.29,108.04,442.54,461.1441,423.9359,317.4039,63.3192,451.14,454.05,451.14,454.05
2021-10-28,455.46,458.4,455.45,458.32,327271.51,457.28,186806,168.08,16.3,34.5,113.12,64.5,109.39,5.52,81.01,70.15,64.84,87.16,45.92,108.82,24.6,48.685,57.4,357.3,384.22,228.11,114.58,23.17,132.83,108.82,443.999,462.747,425.251,317.4959,67.7036,458.12,460.25,458.12,460.25
2021-10-29,455.87,459.56,455.56,459.25,418578.17,458.166,245559,166.65,16.44,33.95,114.49,63.27,111.65,5.44,79.97,69.91,64.24,86.93,45.9,108.62,24.54,49.69,57.15,358.23,386.11,228.05,114.63,23.01,131.77,107.64,445.2495,464.555,425.944,317.6141,68.5629,458.12,460.25,458.12,460.25
2021-11-01,460.3,460.71,458.2,460.04,319937.75,459.408,191816,167.52,16.13,33.65,114.53,63.39,109.22,5.56,80.83,71.55,63.61,86.56,45.71,108.11,24.64,49.24,57.53,359.13,387.43,233.96,114.54,23.15,131.45,108.06,446.8195,465.5657,428.0733,317.7049,69.3098,458.12,460.25,458.12,460.25
2021-11-02,460.21,462.23,460.08,461.9,310989.95,461.471,170701,167.16,15.5,33.15,113.83,61.94,107.22,5.85,81.53,67.74,63.37,86.77,45.75,108.29,24.46,50.46,57.53,360.57,389.05,234.45,114.82,22.72,131.07,107.83,448.2595,466.9935,429.5255,317.7941,71.0537,460.25,462.04,460.25,462.04
2021-11-03,461.3,465.15,460.83,464.72,361087.33,462.8255,207253,165.77,14.63,32.1,113.01,62.11,110.25,5.79,81.72,68.22,64.9,86.94,45.78,108.55,24.35,50.12,55.34,361.56,393.18,238.64,114.46,22.7,131.67,107.99,449.7505,468.7391,430.7619,317.8996,73.5112,462.07,470.65,462.07,470.65
2021-11-04,465.35,467.0,464.99,466.91,340064.44,466.0925,190946,167.65,14.94,30.95,113.51,60.86,111.8,5.79,81.07,67.15,64.23,87.17,45.8,108.81,24.33,48.87,54.92,361.35,398.22,238.55,115.08,22.93,130.01,107.6,451.163,470.8321,431.4939,318.0004,75.2673,462.07,470.65,462.07,470.65
2021-11-05,469.28,470.65,466.92,468.53,447870.11,469.085,260606,169.84,15.75,30.85,114.74,60.62,112.2,5.585,81.56,66.96,64.49,87.5,45.91,109.3,24.52,48.57,56.55,363.3,398.6,241.81,115.71,23.27,129.885,107.69,452.6965,472.7563,432.6367,318.1342,76.508,462.07,470.65,462.07,470.65
2021-11-08,469.7,470.23,468.2,468.93,277524.83,469.12,169901,170.45,15.77,30.95,115.15,62.29,116.24,5.79,81.37,68.97,63.8,87.39,45.93,109.19,24.59,52.3,57.09,364.32,398.06,242.56,115.21,23.59,130.6,107.89,454.4085,473.8644,434.9526,318.2173,76.8172,462.07,470.65,462.07,470.65
2021-11-09,469.32,469.57,465.88,467.38,367886.3,467.165,227223,171.29,16.19,31.55,116.0,61.4,113.4,5.83,81.52,68.51,64.43,87.46,45.9,109.27,24.36,53.49,57.97,363.28,395.32,241.15,115.74,23.45,130.585,107.95,456.0965,473.8265,438.3665,318.3261,72.8172,462.07,470.65,462.07,470.65
2021-11-10,465.58,467.38,462.04,463.62,502123.23,464.688,295831,173.15,16.62,33.0,114.15,60.34,110.36,5.68,82.54,67.68,65.39,86.97,45.9,108.71,24.31,53.42,56.32,361.07,389.51,237.35,114.75,23.79,129.09,106.86,457.5185,472.6871,442.3499,318.4707,64.0979,462.07,470.65,462.07,470.65
2021-11-11,465.21,465.29,463.75,463.77,250699.3,464.434,144581,174.12,16.12,32.65,114.16,63.0,113.37,5.66,83.13,68.3,66.14,86.82,45.96,108.54,24.47,52.19,56.22,359.46,390.59,239.26,114.38,24.32,128.66,106.58,458.582,472.3031,444.8609,318.5428,64.2816,462.07,470.65,462.07,470.65
2021-11-12,465.12,467.86,464.11,467.27,342397.9,466.432,188352,174.45,15.24,31.6,114.23,62.34,112.24,5.695,81.23,68.31,65.93,86.85,45.89,108.54,24.3,51.47,55.98,361.28,394.7,239.5,114.62,24.4,129.22,106.58,459.652,472.5541,446.7499,318.6436,68.3519,462.07,470.65,462.07,470.65
2021-11-15,468.64,468.81,466.23,467.43,312435.44,467.368,196180,174.18,14.95,31.65,116.82,61.62,109.96,5.48,84.11,68.92,66.95,86.75,45.94,108.41,24.53,51.18,56.07,361.24,394.61,238.55,114.17,24.18,129.095,105.72,460.664,472.6393,448.6887,318.7355,68.5284,462.07,470.65,462.07,470.65
2021-11-16,467.16,470.49,467.07,469.28,306908.39,469.363,177311,172.92,15.02,30.95,117.28,60.55,111.7,5.5,83.58,67.73,66.4,86.79,45.9,108.44,24.57,47.07,56.2,361.93,397.42,238.99,114.07,23.93,129.27,105.31,461.596,473.2013,449.9907,318.8269,70.5726,462.07,470.65,462.07,470.65
2021-11-17,469.0,469.19,467.48,468.14,294973.88,468.299,170546,174.5,15.39,30.95,115.42,60.67,109.11,5.46,82.59,67.59,65.66,86.7,45.86,108.28,24.43,48.38,55.0,359.85,397.63,235.86,114.48,24.14,129.87,105.38,462.3825,473.5135,451.2515,318.9139,67.6563,462.07,470.65,462.07,470.65
2021-11-18,469.24,470.01,466.34,469.73,350416.74,468.7585,193515,173.94,15.63,29.95,114.45,59.9,111.7,5.48,82.56,69.07,66.59,86.63,45.85,108.16,24.41,46.48,55.55,359.35,401.75,234.86,114.55,23.92,129.97,105.82,463.1895,473.989,452.39,319.0182,69.5465,462.07,470.65,462.07,470.65
2021-11-19,469.61,470.94,468.5,468.89,321133.93,469.4715,187211,172.61,15.93,29.45,111.91,60.71,112.85,5.34,81.51,67.88,65.34,86.56,45.8,108.08,24.46,47.14,53.78,355.91,403.99,232.72,114.86,23.7,129.4,105.04,463.978,473.9961,453.9599,319.1131,67.3085,462.07,470.65,462.07,470.65
2021-11-22,470.82,473.54,467.35,467.57,525651.38,470.923,319558,168.74,16.31,30.55,113.91,62.01,119.67,5.32,83.13,69.55,66.42,86.23,45.76,107.68,24.53,45.15,54.45,356.2,399.3,231.73,114.02,23.26,128.94,104.57,464.579,473.922,455.236,319.2669,63.8324,462.07,470.65,462.07,470.65
2021-11-23,467.2,469.1,464.45,468.19,527770.57,466.804,321554,167.28,15.76,30.95,116.3,63.84,119.38,5.26,83.24,69.56,66.75,86.11,45.75,107.53,24.49,46.88,56.2,358.02,397.48,231.33,113.55,22.83,128.825,104.7,465.1905,473.7664,456.6146,319.4217,64.7532,462.07,470.65,462.07,470.65
2021-11-24,466.06,469.57,465.19,469.44,424771.79,467.9205,243245,167.12,15.41,30.6,117.19,63.75,115.79,5.27,83.24,69.69,66.32,86.09,45.74,107.48,24.51,46.42,55.88,358.03,398.76,231.58,113.9,22.67,128.325,104.29,465.9655,472.9969,458.9341,319.547,66.5994,462.07,470.65,462.07,470.65
2021-11-26,462.38,463.9,457.77,458.97,707560.49,460.21,424162,166.85,21.18,32.3,114.51,62.33,113.98,5.23,81.34,67.68,64.4,85.47,45.48,106.66,23.72,44.33,49.63,349.02,391.2,222.85,115.37,22.28,128.38,105.2,465.998,472.8924,459.1036,319.7408,45.2292,458.12,460.25,458.12,460.25
2021-11-29,464.09,466.56,461.73,464.6,543247.93,464.5065,295334,166.62,16.84,30.25,114.85,62.94,112.07,5.25,81.88,68.43,64.81,86.0,45.56,107.31,23.72,47.18,50.17,351.19,399.69,222.71,115.11,22.01,128.05,104.93,466.2655,472.4728,460.0582,319.8952,53.8117,462.07,470.65,462.07,470.65
2021-11-30,462.0,464.03,455.3,455.56,973458.38,458.3615,571559,165.5,20.52,31.55,112.87,62.69,106.26,5.17,78.96,66.12,62.21,85.64,45.36,106.83,23.29,46.22,47.91,344.9,393.82,218.17,115.8,21.96,127.99,105.5,466.0415,473.3559,458.7271,320.1539,42.3393,454.05,456.59,454.05,456.59
2021-12-01,461.63,464.67,450.29,450.5,919564.98,458.3825,506905,166.16,22.76,33.25,112.1,62.16,104.69,5.13,78.26,65.93,61.82,85.37,45.27,106.55,23.2,44.87,47.04,340.46,387.12,213.26,115.93,21.42,127.67,105.22,465.4715,475.3243,455.6187,320.3882,37.5178,450.01,451.14,450.01,451.14
2021-12-02,450.72,459.07,450.31,457.4,875332.27,456.046,507294,165.24,20.8,32.45,115.14,64.13,107.56,5.21,80.79,67.38,62.4,86.0,45.3,107.29,23.46,45.39,48.29,346.61,389.91,219.21,115.68,21.56,128.035,105.13,465.1055,475.5677,454.6433,320.6223,46.4698,456.59,457.88,456.59,457.88
2021-12-03,459.17,460.3,448.92,453.42,989844.69,452.503,601839,166.63,23.5,34.1,114.41,61.33,110.5,5.15,82.6,67.53,62.53,86.0,45.4,107.28,23.61,41.85,48.0,346.24,383.13,214.71,116.36,21.73,127.375,105.22,464.431,476.0197,452.8423,320.8783,42.672,451.14,454.05,451.14,454.05
2021-12-06,456.1,460.79,453.56,458.79,664692.76,458.042,411486,166.22,20.73,33.3,116.2,62.09,110.24,5.2,83.48,68.75,63.11,86.38,45.42,107.68,23.72,38.4,50.51,352.82,386.2,219.02,115.78,21.58,127.59,104.91,463.944,475.621,452.267,321.0566,48.7571,458.12,460.25,458.12,460.25
2021-12-07,464.41,468.88,464.34,468.28,640296.66,467.5385,355793,166.81,17.28,30.25,117.92,64.16,114.01,5.27,83.97,70.23,64.16,86.84,45.52,108.34,23.96,40.1,51.59,357.74,397.83,224.1,115.34,21.7,127.47,104.78,463.9115,475.5363,452.2867,321.2398,57.3691,462.07,470.65,462.07,470.65
2021-12-08,468.7,470.0,466.83,469.52,416446.84,468.5945,261411,166.9,15.79,29.9,118.45,63.88,112.81,5.25,83.53,70.65,64.13,86.82,45.61,108.36,23.9,40.33,52.42,357.99,399.61,225.63,114.97,21.64,127.335,105.53,464.0185,475.8073,452.2297,321.3597,58.3539,462.07,470.65,462.07,470.65
2021-12-09,468.15,469.11,466.14,466.35,414393.8,467.8005,263271,165.88,16.42,31.15,118.14,63.98,112.89,5.25,83.75,69.42,63.28,86.43,45.61,107.83,23.91,37.1,51.02,358.11,393.73,220.52,115.26,21.15,127.24,105.05,464.155,475.9853,452.3247,321.4762,54.8644,462.07,470.65,462.07,470.65
2021-12-10,469.23,470.9,466.51,470.74,486770.73,469.08,287962,166.58,14.92,30.15,118.34,64.11,113.21,5.22,84.11,70.32,63.45,86.63,45.64,108.07,23.94,37.28,52.03,360.23,398.01,219.91,115.34,21.36,127.715,105.25,464.5035,476.6737,452.3333,321.617,58.5602,470.65,472.87,470.65,472.87
2021-12-13,470.19,470.56,466.27,466.57,561062.36,467.8945,356869,167.0,15.74,31.5,115.88,64.21,115.55,5.13,84.93,69.36,64.64,86.63,45.59,108.09,23.33,35.41,51.44,357.04,392.26,216.04,115.89,21.47,127.13,104.9,464.4685,476.6107,452.3263,321.7745,54.0342,462.07,470.65,462.07,470.65
2021-12-14,463.05,465.74,460.25,463.36,590270.12,462.5305,350981,165.44,16.17,32.45,116.22,64.7,118.42,5.04,85.75,69.3,64.85,86.48,45.61,107.92,23.2,36.7,50.92,356.17,388.2,214.18,115.69,21.16,127.24,104.64,464.265,476.338,452.192,321.9361,50.7806,462.07,470.65,462.07,470.65
2021-12-15,463.42,470.86,460.74,470.6,721050.1,465.2565,422967,166.15,14.48,30.3,115.56,64.55,108.22,4.99,85.91,70.94,65.08,86.81,45.58,108.29,23.18,37.66,51.62,359.81,397.05,217.58,115.52,21.27,127.62,104.97,464.331,476.5268,452.1352,322.1431,57.0607,462.07,470.65,462.07,470.65
2021-12-16,472.57,472.87,464.8,466.45,720216.09,468.639,440234,168.16,15.35,32.5,116.64,65.8,113.9,4.8801,86.2,71.4,66.17,86.45,45.51,108.17,23.24,36.31,51.87,359.44,386.84,213.18,115.75,21.66,128.26,105.4,464.2465,476.3587,452.1343,322.3435,52.8946,462.07,470.65,462.07,470.65
2021-12-17,461.52,464.74,458.06,459.87,794308.71,461.367,470593,167.8,16.1,33.0,113.6,64.91,118.0,4.96,85.43,70.84,65.27,86.37,45.38,107.73,22.94,34.42,50.78,353.63,384.91,215.14,116.01,21.53,127.4,104.5,463.7535,475.7347,451.7723,322.5538,47.0312,458.12,460.25,458.12,460.25
2021-12-20,454.44,455.4,451.14,454.98,697680.75,453.405,396660,167.09,16.95,34.0,113.65,64.33,111.13,4.91,84.84,69.63,64.22,86.22,45.4,107.61,22.83,34.47,49.9,349.27,380.69,212.12,115.91,21.45,127.15,104.88,463.058,475.376,450.74,322.7315,43.1988,454.05,456.59,454.05,456.59
2021-12-21,458.61,463.21,456.31,463.06,489882.84,460.442,299177,167.02,15.75,31.7,115.47,66.01,112.52,4.88,85.27,72.2,64.83,86.68,45.48,108.14,22.93,36.53,51.57,354.91,389.21,218.18,115.45,21.64,127.69,104.93,462.8325,474.9757,450.6893,322.8635,50.392,462.07,470.65,462.07,470.65
2021-12-22,462.79,467.81,462.58,467.69,384532.26,465.783,231517,168.59,14.37,30.6,116.13,65.88,113.64,4.93,84.93,74.22,64.62,86.91,45.57,108.46,23.03,37.0,52.48,357.39,393.95,220.28,115.56,21.99,128.62,105.44,462.8075,474.9085,450.7065,322.9704,53.9878,462.07,470.65,462.07,470.65
2021-12-23,468.75,472.19,468.64,470.6,344419.02,471.029,193775,168.97,14.15,29.9,116.41,66.21,114.3,4.8901,85.22,74.99,65.44,87.16,45.7,108.78,23.1,39.135,53.13,359.36,396.92,222.04,115.32,22.06,129.135,105.39,462.8655,475.1034,450.6276,323.0679,56.1397,462.07,470.65,462.07,470.65
2021-12-27,472.03,477.31,472.01,477.26,364628.4,475.4915,210135,169.37,13.61,28.45,118.79,66.41,116.65,4.8,86.16,76.19,66.07,87.25,45.62,108.84,23.29,39.29,54.52,362.92,403.48,224.12,115.36,22.21,129.28,105.31,463.78,477.3751,450.1849,323.1757,60.6728,473.2,479.98,473.2,479.98
2021-12-28,477.76,478.81,476.06,476.87,289062.61,477.2755,172375,168.64,13.11,28.75,118.56,65.92,114.45,4.8767,86.67,76.54,66.93,87.21,45.6,108.8,23.29,36.326,54.67,363.99,401.61,222.75,115.34,22.16,129.26,105.18,464.3935,479.1399,449.6471,323.2608,60.2799,473.2,479.98,473.2,479.98
2021-12-29,477.02,478.56,475.92,477.48,312308.5,477.3585,186193,168.59,12.64,28.8,117.95,66.12,114.89,4.865,86.42,76.05,67.01,87.07,45.64,108.59,23.24,35.36,55.08,364.84,401.55,222.99,114.75,22.0,129.775,105.5,465.4895,480.698,450.281,323.3531,60.7085,473.2,479.98,473.2,479.98
2021-12-30,477.93,479.0,475.67,476.16,312027.91,477.6665,182844,169.8,12.6,29.05,117.43,66.77,113.85,4.8,86.32,74.63,66.86,87.03,45.63,108.53,23.26,35.39,55.1,364.07,400.35,222.93,115.13,22.24,129.86,105.215,466.7725,481.0044,452.5406,323.4443,59.2195,473.2,479.98,473.2,479.98
2021-12-31,475.64,476.86,474.67,474.96,378902.2,475.7435,234026,170.96,12.43,29.7,117.35,66.94,114.15,4.6,87.16,75.2,67.59,87.01,45.63,108.57,23.19,34.25,54.36,363.32,397.85,222.45,115.0,22.4,130.09,105.76,467.6505,481.6256,453.6754,323.5541,57.8307,473.2,479.98,473.2,479.98
2022-01-03,476.33,477.85,473.85,477.71,441088.97,476.382,266784,168.33,11.81,28.7,119.26,66.73,113.04,4.85,87.8,76.12,67.89,86.97,45.66,108.5,23.27,34.27,54.83,365.68,401.68,225.32,113.93,22.05,129.65,104.99,468.865,481.8704,455.8596,323.684,60.1377,473.2,479.98,473.2,479.98
2022-01-04,479.22,479.98,475.58,477.55,449687.69,477.927,279982,169.57,11.77,29.85,121.43,67.52,117.07,4.91,89.54,71.77,69.15,86.75,45.69,108.3,23.42,34.66,55.59,367.87,396.47,224.98,113.87,22.22,130.16,104.875,469.803,482.4681,457.1379,323.8161,59.9323,473.2,479.98,473.2,479.98
2022-01-05,477.2,477.98,468.28,468.38,661565.27,473.304,408399,169.06,13.18,32.65,122.22,68.71,122.72,4.82,89.72,69.94,68.61,86.08,45.56,107.47,23.06,32.49,55.43,364.09,384.29,217.36,113.39,21.89,130.365,105.13,469.808,482.4708,457.1452,323.9984,49.4961,462.07,470.65,462.07,470.65
2022-01-06,467.89,470.82,465.43,467.94,610004.0,468.5355,378644,166.99,13.25,32.7,123.26,70.04,116.6,4.78,90.84,69.25,69.22,86.09,45.58,107.49,23.07,31.94,56.89,362.39,384.02,218.6,113.11,21.38,130.16,104.93,469.729,482.4177,457.0403,324.1656,49.0547,462.07,470.65,462.07,470.65
2022-01-07,467.95,469.2,464.65,466.09,532617.96,466.9155,302782,167.75,12.665,33.7,125.03,72.24,114.44,4.85,91.01,69.13,69.81,85.87,45.65,107.2,23.42,30.735,56.67,362.31,379.86,216.07,112.74,21.5,130.8,105.61,469.716,482.419,457.013,324.3094,47.1508,462.07,470.65,462.07,470.65
2022-01-10,462.7,465.74,456.59,465.51,822196.83,460.6555,466498,168.26,12.35,33.55,125.11,72.71,111.86,5.05,90.77,68.6,69.93,85.94,45.66,107.21,23.33,30.17,56.16,360.79,380.11,215.32,112.71,21.63,130.645,105.3,469.4545,482.2772,456.6318,324.5299,46.5409,462.07,470.65,462.07,470.65
2022-01-11,465.22,469.85,462.05,469.75,550139.99,466.385,316691,170.29,11.67,32.15,127.97,74.42,110.84,5.2903,90.99,70.01,70.48,86.34,45.75,107.75,23.36,31.15,58.16,362.54,385.82,217.61,112.98,21.93,131.19,105.65,469.6135,482.3679,456.8591,324.6815,51.4816,462.07,470.65,462.07,470.65
2022-01-12,471.59,473.2,468.94,471.02,471331.57,471.045,295653,170.74,11.51,31.7,127.33,76.07,114.72,5.22,90.75,72.3,70.42,86.48,45.78,107.92,23.72,31.95,58.91,362.95,387.35,215.99,113.0,22.35,131.905,106.43,469.9965,482.4328,457.5602,324.8123,52.8861,470.65,472.87,470.65,472.87
2022-01-13,472.21,472.88,463.44,464.53,617008.37,467.862,377277,170.16,12.55,34.06,126.8,75.66,112.72,5.22,93.21,71.03,70.9,86.17,45.8,107.61,23.55,30.5,58.27,361.2,377.66,214.01,113.36,22.23,131.94,106.42,469.693,482.3499,457.0361,324.9755,45.6184,462.07,470.65,462.07,470.65
